Ano;Id;Mês;Battery Power;Confidence(1);Confidence(2);Erro;error perc;Int Memory;Prediction(Price Range);Price Range;Px Height;Px Width;Ram;Variavel;Vendas;Data
2022;859;8;1444;8,94E-06;0,999991064;0;0;38;2;2;624;917;3764;1;1;8/2022
2023;860;9;1991;0,99998288;1,71E-05;0;0;42;1;1;366;613;722;1;1;9/2023
2024;861;10;1776;9,24E-06;0,999990758;0;0;20;2;2;1563;1803;2671;1;1;10/2024
2020;862;11;1845;0,999191912;0,000808088;0;0;61;1;1;292;695;1731;1;1;11/2020
2021;863;12;1097;0,9983853;0,0016147;0;0;64;1;1;419;1914;1725;1;1;12/2021
2022;864;1;1996;2,62E-05;0,999973792;0;0;51;2;2;671;1445;2236;1;1;1/2022
2023;865;2;803;0,00125996;0,99874004;0;0;17;2;2;344;1440;2680;1;1;2/2023
2024;866;3;1866;0,986558166;0,013441834;0;0;47;1;1;358;1782;1444;1;1;3/2024
2020;867;4;581;6,79E-05;0,999932104;0;0;59;2;2;803;1613;2819;1;1;4/2020
2021;868;5;546;0,999976193;2,38E-05;0;0;26;1;1;416;1658;1550;1;1;5/2021
2022;869;6;582;0,035467641;0,964532359;0;0;27;2;2;985;1420;2437;1;1;6/2022
2023;870;7;1097;0,001057683;0,998942317;0;0;21;2;2;1277;1352;2219;1;1;7/2023
2024;871;8;1368;1,24E-05;0,999987559;0;0;9;2;2;843;1145;2941;1;1;8/2024
2020;872;9;729;1,36E-05;0,999986372;0;0;14;2;2;563;1055;3397;1;1;9/2020
2021;873;10;1027;0,999975073;2,49E-05;0;0;63;1;1;152;714;1732;1;1;10/2021
2022;874;11;1702;1,13E-05;0,999988719;0;0;52;2;2;1397;1491;2501;1;1;11/2022
2023;875;12;768;0,999983429;1,66E-05;0;0;19;1;1;637;991;1145;1;1;12/2023
2024;876;1;835;0,006387969;0,993612031;0;0;42;2;2;396;1378;2583;1;1;1/2024
2020;877;2;964;0,016213984;0,983786016;0;0;22;2;2;225;1234;2577;1;1;2/2020
2021;878;3;1417;0,999983212;1,68E-05;0;0;56;1;1;494;1649;590;1;1;3/2021
2022;879;4;840;0,000149694;0,999850306;0;0;15;2;2;526;1728;2636;1;1;4/2022
2023;880;5;686;0,999983325;1,67E-05;0;0;36;1;1;64;745;1503;1;1;5/2023
2024;881;6;1496;0,99998384;1,62E-05;0;0;42;1;1;96;741;854;1;1;6/2024
2020;882;7;1151;0,00010046;0,99989954;0;0;31;2;2;1022;1560;2377;1;1;7/2020
2021;883;8;1884;0,978599517;0,021400483;0;0;24;1;1;1168;1179;1396;1;1;8/2021
2022;884;9;568;0,999984133;1,59E-05;0;0;36;1;1;181;1703;950;1;1;9/2022
2023;885;10;618;0,000318333;0,999681667;0;0;63;2;2;853;1781;2574;1;1;10/2023
2024;886;11;1370;8,75E-06;0,999991252;0;0;6;2;2;1392;1783;3703;1;1;11/2024
2020;887;12;1563;8,91E-06;0,999991094;0;0;16;2;2;410;572;3922;1;1;12/2020
2021;888;1;1569;9,14E-06;0,999990862;0;0;33;2;2;519;930;3538;1;1;1/2021
2022;889;2;1262;1,57E-05;0,999984282;0;0;34;2;2;223;737;3248;1;1;2/2022
2023;890;3;1410;0,012256041;0,987743959;0;0;15;2;2;192;1311;2304;1;1;3/2023
2024;891;4;1724;8,99E-06;0,999991011;0;0;57;2;2;1605;1924;2822;1;1;4/2024
2020;892;5;1606;9,90E-06;0,999990099;0;0;33;2;2;157;770;3437;1;1;5/2020
2021;893;6;772;9,79E-06;0,999990209;0;0;10;2;2;1242;1712;3242;1;1;6/2021
2022;894;7;1667;0,999978526;2,15E-05;0;0;21;1;1;1211;1396;635;1;1;7/2022
2023;895;8;680;0,000328754;0,999671246;0;0;9;2;2;1428;1500;2438;1;1;8/2023
2024;896;9;869;2,00E-05;0,999980017;0;0;57;2;2;1243;1584;2727;1;1;9/2024
2020;897;10;904;0,999984042;1,60E-05;0;0;19;1;1;1094;1496;545;1;1;10/2020
2021;898;11;1343;0,99998382;1,62E-05;0;0;14;1;1;1063;1205;462;1;1;11/2021
2022;900;12;1039;0,938541384;0,061458616;0;0;12;1;1;1428;1827;1619;1;1;12/2022
2023;901;1;1652;0,000309747;0,999690253;0;0;36;2;2;313;1264;2338;1;1;1/2023
2024;902;2;630;0,999983624;1,64E-05;0;0;14;1;1;66;1448;1212;1;1;2/2024
2020;903;3;1540;0,999832935;0,000167065;0;0;60;1;1;704;822;1591;1;1;3/2020
2021;904;4;1312;9,03E-06;0,999990973;0;0;10;2;2;95;893;3941;1;1;4/2021
2022;905;5;1989;7,80E-05;0,999921951;0;0;17;2;2;629;682;2369;1;1;5/2022
2023;906;6;1135;1,21E-05;0,999987857;0;0;46;2;2;293;1846;3029;1;1;6/2023
2024;907;7;748;0,994647892;0,005352108;0;0;27;1;1;450;1554;2126;1;1;7/2024
2020;908;8;706;0,976795927;0,023204073;0;0;31;1;1;543;938;2419;1;1;8/2020
2021;909;9;1906;0,99824221;0,00175779;0;0;55;1;1;3;629;1871;1;1;9/2021
2022;910;10;1224;0,999984326;1,57E-05;0;0;44;1;1;622;709;621;1;1;10/2022
2023;911;11;1179;0,99998379;1,62E-05;0;0;5;1;1;913;1429;543;1;1;11/2023
2024;912;12;663;2,66E-05;0,999973353;0;0;25;2;2;82;1605;3176;1;1;12/2024
2020;913;1;1741;3,45E-05;0,9999655;0;0;55;2;2;719;755;2575;1;1;1/2020
2021;914;2;1438;0,006890787;0,993109213;0;0;16;2;2;859;867;2246;1;1;2/2021
2022;915;3;1334;1,23E-05;0,9999877;0;0;42;2;2;1187;1974;2542;1;1;3/2022
2023;916;4;707;0,999210547;0,000789453;0;0;16;1;1;1027;1508;1853;1;1;4/2023
2024;917;5;774;1,52E-05;0,999984799;0;0;8;2;2;1713;1865;2614;1;1;5/2024
2020;918;6;708;0,999955201;4,48E-05;0;0;63;1;1;78;654;2169;1;1;6/2020
2021;919;7;1604;0,9999829;1,71E-05;0;0;33;1;1;134;939;916;1;1;7/2021
2022;920;8;1949;0,999857429;0,000142571;0;0;47;1;1;407;822;1433;1;1;8/2022
2023;921;9;1083;1,06E-05;0,999989386;0;0;64;2;2;1025;1118;3210;1;1;9/2023
2024;922;10;1387;0,999983533;1,65E-05;0;0;61;1;1;785;1151;629;1;1;10/2024
2020;923;11;956;9,15E-06;0,999990845;0;0;42;2;2;403;1614;3700;1;1;11/2020
2021;924;12;1772;0,999264632;0,000735368;0;0;64;1;1;270;545;1834;1;1;12/2021
2022;925;1;1283;0,999983813;1,62E-05;0;0;33;1;1;510;980;773;1;1;1/2022
2023;926;2;842;0,990193048;0,009806952;0;0;7;1;1;20;756;2549;1;1;2/2023
2024;927;3;1426;5,74E-05;0,999942645;0;0;55;2;2;777;1032;2562;1;1;3/2024
2020;928;4;1099;0,999946607;5,34E-05;0;0;61;1;1;393;1096;1699;1;1;4/2020
2021;929;5;1745;0,999741697;0,000258303;0;0;3;1;1;426;1629;1308;1;1;5/2021
2022;930;6;1130;0,999983385;1,66E-05;0;0;58;1;1;88;1261;1018;1;1;6/2022
2023;931;7;502;0,999953821;4,62E-05;0;0;37;1;1;705;1810;1649;1;1;7/2023
2024;932;8;1059;0,99998404;1,60E-05;0;0;50;1;1;519;1545;619;1;1;8/2024
2020;933;9;1546;0,999983599;1,64E-05;0;0;27;1;1;1138;1491;267;1;1;9/2020
2021;934;10;1891;8,82E-06;0,999991177;0;0;37;2;2;169;1108;3704;1;1;10/2021
2022;935;11;713;0,999184291;0,000815709;0;0;63;1;1;103;1760;2082;1;1;11/2022
2023;936;12;1314;1,07E-05;0,999989347;0;0;40;2;2;328;1858;3033;1;1;12/2023
2024;937;1;1184;9,70E-06;0,999990301;0;0;48;2;2;519;1577;3315;1;1;1/2024
2020;938;2;1562;2,65E-05;0,999973545;0;0;52;2;2;480;728;2829;1;1;2/2020
2021;939;3;1650;0,999984169;1,58E-05;0;0;38;1;1;773;881;324;1;1;3/2021
2022;940;4;1331;0,64783818;0,35216182;0;0;55;1;1;1162;1531;1732;1;1;4/2022
2023;941;5;510;1,03E-05;0,999989679;0;0;45;2;2;483;754;3919;1;1;5/2023
2024;942;6;728;0,999984476;1,55E-05;0;0;5;1;1;584;775;834;1;1;6/2024
2020;943;7;1470;9,61E-06;0,999990393;0;0;45;2;2;777;1090;3259;1;1;7/2020
2021;944;8;904;0,000160482;0,999839518;0;0;31;2;2;657;1014;2814;1;1;8/2021
2022;945;9;1974;0,985000912;0,014999088;0;0;10;1;1;530;1496;1433;1;1;9/2022
2023;946;10;1829;8,78E-06;0,999991219;0;0;59;2;2;1457;1919;3142;1;1;10/2023
2024;947;11;1423;0,577359954;0,422640046;0;0;44;1;1;501;640;2253;1;1;11/2024
2020;948;12;1445;9,08E-06;0,999990916;0;0;37;2;2;527;1393;3480;1;1;12/2020
2021;949;1;1276;9,33E-06;0,999990669;0;0;53;2;2;217;735;3798;1;1;1/2021
2022;950;2;1762;0,998143907;0,001856093;0;0;25;1;1;300;527;1896;1;1;2/2022
2023;951;3;1278;9,37E-06;0,999990626;0;0;60;2;2;1244;1504;3142;1;1;3/2023
2024;952;4;1672;0,935831872;0,064168128;0;0;32;1;1;1281;1896;1267;1;1;4/2024
2020;953;5;739;0,999984379;1,56E-05;0;0;58;1;1;1052;1536;475;1;1;5/2020
2021;954;6;920;6,40E-05;0,999935968;0;0;46;2;2;1058;1421;2608;1;1;6/2021
2022;955;7;1413;1,24E-05;0,999987632;0;0;51;2;2;187;517;3383;1;1;7/2022
2023;956;8;1596;0,000183487;0,999816513;0;0;7;2;2;169;1190;2493;1;1;8/2023
2024;957;9;667;0,00172225;0,99827775;0;0;3;2;2;13;1463;2855;1;1;9/2024
2020;958;10;525;0,999950085;4,99E-05;0;0;51;1;1;262;1587;1891;1;1;10/2020
2021;959;11;723;0,998020337;0,001979663;0;0;3;1;1;920;1748;1851;1;1;11/2021
2022;960;12;744;1,76E-05;0,999982409;0;0;33;2;2;1252;1963;2700;1;1;12/2022
2023;961;1;1330;0,999983868;1,61E-05;0;0;3;1;1;980;1262;463;1;1;1/2023
2024;962;2;1332;2,67E-05;0,999973344;0;0;7;2;2;846;855;2790;1;1;2/2024
2020;963;3;1137;0,999984253;1,57E-05;0;0;3;1;1;1250;1285;316;1;1;3/2020
2021;964;4;617;0,999425654;0,000574346;0;0;32;1;1;768;874;2213;1;1;4/2021
2022;965;5;851;0,999984356;1,56E-05;0;0;21;1;1;1171;1263;478;1;1;5/2022
2023;966;6;1097;0,999984613;1,54E-05;0;0;60;1;1;405;519;509;1;1;6/2023
2024;967;7;1509;0,935807298;0,064192702;0;0;50;1;1;1010;1684;1540;1;1;7/2024
2020;968;8;907;0,999984692;1,53E-05;0;0;42;1;1;171;507;584;1;1;8/2020
2021;969;9;1261;0,999955685;4,43E-05;0;0;52;1;1;605;1429;1365;1;1;9/2021
2022;970;10;1193;0,031429862;0,968570138;0;0;56;2;2;674;864;2394;1;1;10/2022
2023;971;11;1296;2,03E-05;0,999979679;0;0;11;2;2;1222;1382;2552;1;1;11/2023
2024;972;12;1576;8,89E-06;0,999991109;0;0;5;2;2;258;789;3904;1;1;12/2024
2020;973;1;1070;0,000271307;0,999728693;0;0;19;2;2;90;1614;2647;1;1;1/2020
2021;974;2;609;0,930194927;0,069805073;0;0;44;1;1;58;1253;2581;1;1;2/2021
2022;975;3;914;0,999984116;1,59E-05;0;0;4;1;1;191;1495;808;1;1;3/2022
2023;976;4;1300;0,999983704;1,63E-05;0;0;62;1;1;219;1037;874;1;1;4/2023
2024;977;5;1128;0,999926261;7,37E-05;0;0;46;1;1;751;1582;1434;1;1;5/2024
2020;978;6;1934;0,000716817;0,999283183;0;0;2;2;2;242;1127;2190;1;1;6/2020
2021;979;7;583;0,967877282;0,032122718;0;0;51;1;1;1658;1794;1799;1;1;7/2021
2022;980;8;1149;8,78E-06;0,999991223;0;0;30;2;2;1617;1675;3755;1;1;8/2022
2023;981;9;1657;9,44E-06;0,999990563;0;0;42;2;2;1770;1796;2597;1;1;9/2023
2024;982;10;1538;0,999916965;8,30E-05;0;0;13;1;1;567;986;1494;1;1;10/2024
2020;983;11;590;0,999981334;1,87E-05;0;0;32;1;1;227;509;1817;1;1;11/2020
2021;984;12;502;0,731109685;0,268890315;1;100;52;1;2;281;1159;2666;0;0;12/2021
2022;985;1;527;0,999982306;1,77E-05;0;0;53;1;1;67;1924;1302;1;1;1/2022
2023;986;2;854;1,79E-05;0,999982085;0;0;17;2;2;730;1148;3115;1;1;2/2023
2024;987;3;1117;0,009483401;0,990516599;0;0;31;2;2;1258;1627;2003;1;1;3/2024
2020;988;4;1547;0,99998426;1,57E-05;0;0;45;1;1;583;590;505;1;1;4/2020
2021;989;5;1090;0,996439891;0,003560109;0;0;27;1;1;1638;1910;1352;1;1;5/2021
2022;990;6;1658;0,000385915;0,999614085;0;0;38;2;2;51;739;2609;1;1;6/2022
2023;991;7;961;0,000133121;0,999866879;0;0;51;2;2;554;621;2981;1;1;7/2023
2024;992;8;1991;0,785515301;0,214484699;0;0;9;1;1;751;1377;1511;1;1;8/2024
2020;993;9;1526;9,10E-06;0,999990899;0;0;38;2;2;798;1418;3317;1;1;9/2020
2021;994;10;685;0,999983387;1,66E-05;0;0;17;1;1;725;870;1223;1;1;10/2021
2022;995;11;1562;8,88E-06;0,99999112;0;0;20;2;2;678;1676;3465;1;1;11/2022
2023;996;12;1469;0,999904698;9,53E-05;0;0;44;1;1;484;711;1687;1;1;12/2023
2024;997;1;805;1,25E-05;0,999987549;0;0;58;2;2;81;1544;3397;1;1;1/2024
2020;998;2;1928;0,99998267;1,73E-05;0;0;5;1;1;229;1004;696;1;1;2/2020
2021;999;3;1589;8,68E-06;0,999991323;0;0;58;2;2;957;1911;3961;1;1;3/2021
2022;1000;4;1290;0,99997756;2,24E-05;0;0;3;1;1;600;1109;1214;1;1;4/2022
2023;1001;5;769;0,984755644;0,015244356;0;0;17;1;1;1384;1454;1877;1;1;5/2023
2024;1002;6;1640;0,999983978;1,60E-05;0;0;21;1;1;589;1301;337;1;1;6/2024
2020;1003;7;1631;3,88E-05;0,999961151;0;0;13;2;2;960;1735;2173;1;1;7/2020
2021;1004;8;882;0,999984507;1,55E-05;0;0;28;1;1;248;884;751;1;1;8/2021
2022;1005;9;621;0,036062288;0,963937712;0;0;54;2;2;434;910;2801;1;1;9/2022
2023;1006;10;808;8,99E-06;0,999991005;0;0;8;2;2;618;1891;3762;1;1;10/2023
2024;1007;11;955;0,999902428;9,76E-05;0;0;43;1;1;1248;1511;1432;1;1;11/2024
2020;1008;12;1859;0,999602431;0,000397569;0;0;22;1;1;1004;1654;1067;1;1;12/2020
2021;1009;1;772;0,999984484;1,55E-05;0;0;8;1;1;552;1802;422;1;1;1/2021
2022;1010;2;1595;0,999713949;0,000286051;0;0;63;1;1;1475;1988;908;1;1;2/2022
2023;1011;3;1081;0,924281299;0,075718701;0;0;42;1;1;83;816;2456;1;1;3/2023
2024;1012;4;1911;8,62E-06;0,999991385;0;0;64;2;2;1795;1958;3872;1;1;4/2024
2020;1013;5;930;0,66825144;0,33174856;1;100;54;1;2;1569;1763;1743;0;0;5/2020
2021;1014;6;959;2,62E-05;0,99997379;0;0;13;2;2;87;736;3328;1;1;6/2021
2022;1015;7;1836;9,99E-06;0,99999001;0;0;30;2;2;276;1230;3072;1;1;7/2022
2023;1016;8;1309;0,000987118;0,999012882;0;0;33;2;2;557;1402;2334;1;1;8/2023
2024;1017;9;1498;9,76E-06;0,999990243;0;0;8;2;2;347;1076;3358;1;1;9/2024
2020;1018;10;1429;0,770476461;0,229523539;0;0;42;1;1;670;1552;1817;1;1;10/2020
2021;1019;11;1187;0,004812876;0,995187124;0;0;21;2;2;215;1125;2547;1;1;11/2021
2022;1020;12;509;0,999984612;1,54E-05;0;0;9;1;1;1137;1224;513;1;1;12/2022
2023;1021;1;659;0,999801211;0,000198789;0;0;5;1;1;659;730;2190;1;1;1/2023
2024;1022;2;1483;0,999920041;8,00E-05;0;0;53;1;1;291;651;1744;1;1;2/2024
2020;1023;3;1681;0,999976225;2,38E-05;0;0;11;1;1;195;1205;1122;1;1;3/2020
2021;1024;4;1180;0,999927421;7,26E-05;0;0;50;1;1;925;1252;1464;1;1;4/2021
2022;1025;5;1874;0,99951061;0,00048939;0;0;8;1;1;964;1233;1246;1;1;5/2022
2023;1026;6;1408;8,81E-06;0,999991188;0;0;45;2;2;613;1088;3952;1;1;6/2023
2024;1027;7;1036;0,999260399;0,000739601;0;0;39;1;1;373;926;2101;1;1;7/2024
2020;1028;8;1358;0,99998351;1,65E-05;0;0;60;1;1;889;1635;440;1;1;8/2020
2021;1029;9;1472;0,99998351;1,65E-05;0;0;20;1;1;443;892;797;1;1;9/2021
2022;1030;10;672;0,999979701;2,03E-05;0;0;61;1;1;724;1127;1457;1;1;10/2022
2023;1031;11;1712;0,999970362;2,96E-05;0;0;23;1;1;155;663;1422;1;1;11/2023
2024;1032;12;1635;2,27E-05;0,999977293;0;0;2;2;2;1209;1411;2315;1;1;12/2024
2020;1033;1;1659;0,999982081;1,79E-05;0;0;41;1;1;787;1515;545;1;1;1/2020
2021;1034;2;664;9,08E-06;0,999990918;0;0;6;2;2;1076;1472;3774;1;1;2/2021
2022;1035;3;1108;0,999977395;2,26E-05;0;0;2;1;1;208;1742;1229;1;1;3/2022
2023;1036;4;1217;0,999949551;5,04E-05;0;0;17;1;1;628;632;1711;1;1;4/2023
2024;1037;5;741;0,999975181;2,48E-05;0;0;14;1;1;334;594;1886;1;1;5/2024
2020;1038;6;1448;9,04E-06;0,99999096;0;0;45;2;2;570;1724;3378;1;1;6/2020
2021;1039;7;1630;0,093367392;0,906632608;0;0;32;2;2;712;1726;1751;1;1;7/2021
2022;1040;8;696;0,999941755;5,82E-05;0;0;35;1;1;533;797;2022;1;1;8/2022
2023;1041;9;516;1,63E-05;0,999983664;0;0;30;2;2;126;698;3731;1;1;9/2023
2024;1042;10;1407;0,000374318;0,999625682;0;0;22;2;2;1172;1217;2192;1;1;10/2024
2020;1043;11;525;0,999983426;1,66E-05;0;0;35;1;1;82;670;1609;1;1;11/2020
2021;1044;12;536;0,999984168;1,58E-05;0;0;53;1;1;547;705;1211;1;1;12/2021
2022;1045;1;1365;0,999978464;2,15E-05;0;0;31;1;1;293;970;1300;1;1;1/2022
2023;1046;2;673;9,38E-06;0,999990617;0;0;35;2;2;1096;1570;3541;1;1;2/2023
2024;1047;3;1755;8,76E-06;0,999991242;0;0;24;2;2;286;1075;3937;1;1;3/2024
2020;1048;4;614;0,000166412;0,999833588;0;0;51;2;2;1012;1040;2854;1;1;4/2020
2021;1049;5;636;0,072116106;0,927883894;0;0;28;2;2;148;742;2927;1;1;5/2021
2022;1050;6;1589;1,23E-05;0,999987719;0;0;51;2;2;810;1743;2612;1;1;6/2022
2023;1051;7;1929;0,213484776;0,786515224;1;100;19;2;1;349;1051;1913;0;0;7/2023
2024;1052;8;728;0,998821244;0,001178756;0;0;25;1;1;526;1529;2039;1;1;8/2024
2020;1053;9;732;8,82E-06;0,999991182;0;0;32;2;2;1661;1836;3883;1;1;9/2020
2021;1054;10;866;8,96E-06;0,999991043;0;0;46;2;2;692;1686;3825;1;1;10/2021
2022;1055;11;660;0,999984664;1,53E-05;0;0;40;1;1;262;1178;588;1;1;11/2022
2023;1056;12;1732;8,84E-06;0,999991155;0;0;61;2;2;201;656;3940;1;1;12/2023
2024;1057;1;1957;8,68E-06;0,99999132;0;0;31;2;2;396;1732;3801;1;1;1/2024
2020;1058;2;1322;0,999896579;0,000103421;0;0;7;1;1;177;1990;1418;1;1;2/2020
2021;1059;3;726;0,999983131;1,69E-05;0;0;40;1;1;323;978;1342;1;1;3/2021
2022;1060;4;932;0,999980123;1,99E-05;0;0;60;1;1;268;1078;1459;1;1;4/2022
2023;1061;5;1577;9,41E-05;0,999905864;0;0;42;2;2;1045;1737;2060;1;1;5/2023
2024;1062;6;826;0,999984802;1,52E-05;0;0;57;1;1;354;530;323;1;1;6/2024
2020;1063;7;1476;8,71E-06;0,99999129;0;0;43;2;2;1789;1972;3644;1;1;7/2020
2021;1064;8;1086;8,72E-06;0,999991277;0;0;24;2;2;1874;1976;3930;1;1;8/2021
2022;1065;9;1726;0,000658899;0,999341101;0;0;51;2;2;379;1223;2239;1;1;9/2022
2023;1066;10;1481;0,001795779;0,998204221;0;0;35;2;2;249;522;2635;1;1;10/2023
2024;1067;11;712;0,999984371;1,56E-05;0;0;49;1;1;1131;1743;401;1;1;11/2024
2020;1068;12;1625;0,999983717;1,63E-05;0;0;50;1;1;8;1219;670;1;1;12/2020
2021;1069;1;1369;8,99E-06;0,999991012;0;0;34;2;2;553;727;3856;1;1;1/2021
2022;1070;2;596;1,10E-05;0,999989005;0;0;64;2;2;885;1854;3238;1;1;2/2022
2023;1071;3;1225;0,005887719;0,994112281;0;0;60;2;2;10;1567;2423;1;1;3/2023
2024;1072;4;1565;0,999983961;1,60E-05;0;0;38;1;1;781;1364;308;1;1;4/2024
2020;1073;5;999;0,999638086;0,000361914;0;0;49;1;1;608;1970;1598;1;1;5/2020
2021;1074;6;654;0,999971385;2,86E-05;0;0;52;1;1;1715;1898;1036;1;1;6/2021
2022;1075;7;1569;8,76E-06;0,999991237;0;0;59;2;2;1261;1383;3672;1;1;7/2022
2023;1076;8;1112;1,03E-05;0,9999897;0;0;53;2;2;234;739;3655;1;1;8/2023
2024;1077;9;1661;0,999978965;2,10E-05;0;0;6;1;1;594;1337;864;1;1;9/2024
2020;1078;10;1150;0,999762308;0,000237692;0;0;27;1;1;234;1947;1610;1;1;10/2020
2021;1079;11;561;0,999984416;1,56E-05;0;0;2;1;1;1055;1294;665;1;1;11/2021
2022;1080;12;1747;3,34E-05;0,999966567;0;0;48;2;2;947;1131;2362;1;1;12/2022
2023;1081;1;1661;1,12E-05;0,999988795;0;0;23;2;2;846;1634;2676;1;1;1/2023
2024;1082;2;1125;0,999938155;6,18E-05;0;0;23;1;1;774;939;1641;1;1;2/2024
2020;1083;3;914;0,999983502;1,65E-05;0;0;26;1;1;706;721;1122;1;1;3/2020
2021;1084;4;1327;0,999981031;1,90E-05;0;0;23;1;1;441;1721;872;1;1;4/2021
2022;1085;5;1263;0,051375015;0,948624985;0;0;5;2;2;954;1609;1958;1;1;5/2022
2023;1086;6;1554;8,86E-06;0,999991141;0;0;5;2;2;395;1579;3635;1;1;6/2023
2024;1087;7;1641;0,710402832;0,289597168;1;100;48;1;2;224;1994;1695;0;0;7/2024
2020;1088;8;721;0,999917592;8,24E-05;0;0;16;1;1;408;1862;1713;1;1;8/2020
2021;1089;9;1496;0,999373543;0,000626457;0;0;38;1;1;501;506;1927;1;1;9/2021
2022;1090;10;1584;0,999866127;0,000133873;0;0;41;1;1;160;1291;1561;1;1;10/2022
2023;1091;11;1187;8,75E-06;0,999991249;0;0;46;2;2;1173;1814;3917;1;1;11/2023
2024;1092;12;962;0,989618236;0,010381764;0;0;2;1;1;1618;1916;1491;1;1;12/2024
2020;1093;1;827;0,999448401;0,000551599;0;0;35;1;1;23;826;2367;1;1;1/2020
2021;1094;2;867;0,999983904;1,61E-05;0;0;4;1;1;70;1974;790;1;1;2/2021
2022;1095;3;1811;3,52E-05;0,999964834;0;0;5;2;2;447;568;2700;1;1;3/2022
2023;1096;4;1963;0,999927686;7,23E-05;0;0;34;1;1;1136;1813;714;1;1;4/2023
2024;1097;5;1814;8,91E-06;0,999991086;0;0;9;2;2;756;786;3556;1;1;5/2024
2020;1098;6;1142;0,999938339;6,17E-05;0;0;2;1;1;623;769;1747;1;1;6/2020
2021;1099;7;1790;8,75E-06;0,999991251;0;0;49;2;2;396;1980;3568;1;1;7/2021
2022;1100;8;1122;1,53E-05;0,999984679;0;0;2;2;2;331;790;3291;1;1;8/2022
2023;1101;9;1310;0,000115803;0,999884197;0;0;15;2;2;954;970;2518;1;1;9/2023
2024;1102;10;855;0,999325091;0,000674909;0;0;59;1;1;1028;1196;1875;1;1;10/2024
2020;1103;11;1948;8,69E-06;0,999991312;0;0;16;2;2;631;1940;3630;1;1;11/2020
2021;1104;12;673;0,999840587;0,000159413;0;0;22;1;1;594;1088;2050;1;1;12/2021
2022;1105;1;1043;0,999981979;1,80E-05;0;0;42;1;1;716;1626;912;1;1;1/2022
2023;1106;2;1871;1,03E-05;0,99998969;0;0;41;2;2;275;1966;2727;1;1;2/2023
2024;1107;3;1960;8,71E-06;0,999991286;0;0;61;2;2;205;1299;3865;1;1;3/2024
2020;1108;4;1719;0,999984146;1,59E-05;0;0;12;1;1;240;904;462;1;1;4/2020
2021;1109;5;907;9,56E-06;0,999990441;0;0;44;2;2;144;896;3911;1;1;5/2021
2022;1110;6;1493;0,201907378;0,798092622;0;0;53;2;2;240;1414;2083;1;1;6/2022
2023;1111;7;1082;0,003265843;0,996734157;0;0;38;2;2;986;1191;2337;1;1;7/2023
2024;1112;8;1807;0,093413206;0,906586794;0;0;49;2;2;337;1384;1906;1;1;8/2024
2020;1113;9;1035;8,92E-06;0,999991078;0;0;49;2;2;574;1171;3991;1;1;9/2020
2021;1114;10;1973;0,000420897;0,999579103;0;0;39;2;2;792;1181;1993;1;1;10/2021
2022;1115;11;1086;1,50E-05;0,99998503;0;0;43;2;2;56;1150;3285;1;1;11/2022
2023;1116;12;1715;0,999980807;1,92E-05;0;0;31;1;1;638;1615;625;1;1;12/2023
2024;1117;1;1583;0,163689589;0,836310411;0;0;14;2;2;942;1651;1704;1;1;1/2024
2020;1118;2;512;0,019888453;0,980111547;0;0;15;2;2;249;1849;2610;1;1;2/2020
2021;1119;3;1205;0,999980694;1,93E-05;0;0;10;1;1;321;1870;953;1;1;3/2021
2022;1120;4;864;1,83E-05;0,999981656;0;0;54;2;2;127;1670;3121;1;1;4/2022
2023;1121;5;1776;0,999182918;0,000817082;0;0;35;1;1;278;623;1813;1;1;5/2023
2024;1122;6;1454;0,999966403;3,36E-05;0;0;6;1;1;698;1018;1300;1;1;6/2024
2020;1123;7;838;9,08E-06;0,999990918;0;0;13;2;2;984;1850;3554;1;1;7/2020
2021;1124;8;1054;0,998932173;0,001067827;0;0;40;1;1;27;774;2296;1;1;8/2021
2022;1125;9;1288;9,21E-06;0,99999079;0;0;50;2;2;1177;1809;3129;1;1;9/2022
2023;1126;10;862;9,20E-06;0,9999908;0;0;6;2;2;829;1977;3458;1;1;10/2023
2024;1127;11;1117;3,62E-05;0,999963815;0;0;12;2;2;798;817;2895;1;1;11/2024
2020;1128;12;771;0,999984535;1,55E-05;0;0;25;1;1;327;922;770;1;1;12/2020
2021;1129;1;1808;1,20E-05;0,999988036;0;0;31;2;2;714;1208;2736;1;1;1/2021
2022;1130;2;917;1,30E-05;0,999987024;0;0;31;2;2;423;909;3424;1;1;2/2022
2023;1131;3;880;0,999981157;1,88E-05;0;0;33;1;1;30;1350;1414;1;1;3/2023
2024;1132;4;1068;0,99833204;0,00166796;0;0;37;1;1;186;1998;1803;1;1;4/2024
2020;1133;5;1077;8,88E-06;0,99999112;0;0;58;2;2;135;1892;3902;1;1;5/2020
2021;1134;6;728;0,999984773;1,52E-05;0;0;23;1;1;126;817;457;1;1;6/2021
2022;1135;7;1748;1,66E-05;0,999983445;0;0;53;2;2;718;1109;2633;1;1;7/2022
2023;1136;8;834;0,99968628;0,00031372;0;0;27;1;1;1421;1463;1591;1;1;8/2023
2024;1137;9;1136;0,000348934;0,999651066;0;0;9;2;2;1307;1767;2110;1;1;9/2024
2020;1138;10;832;0,999948374;5,16E-05;0;0;39;1;1;125;1504;1799;1;1;10/2020
2021;1139;11;875;0,999984511;1,55E-05;0;0;30;1;1;469;853;702;1;1;11/2021
